Outage_ID,Region,Start_Time,Duration_Hours,End_Time,Cause,Customers_Affected,Weather_Condition
254,Mobile,2023-02-12 11:01:00,3.55,2023-02-12 14:34:00.000000000,Weather,639,Ice
255,Montgomery,2023-07-26 17:23:00,8.07,2023-07-27 01:27:12.000000000,Equipment Failure,484,Storm
256,Mobile,2023-10-23 00:32:00,3.79,2023-10-23 04:19:24.000000000,Weather,4642,Heatwave
257,Mobile,2023-04-28 09:17:00,4.34,2023-04-28 13:37:24.000000000,Equipment Failure,4090,Heavy Rain
258,Huntsville,2024-06-15 01:12:00,0.55,2024-06-15 01:45:00.000000000,Wildlife,4790,Ice
259,Huntsville,2023-08-10 13:44:00,1.63,2023-08-10 15:21:48.000000000,Weather,1770,High Wind
260,Birmingham,2023-06-15 22:46:00,1.99,2023-06-16 00:45:24.000000000,Maintenance,3092,Ice
261,Birmingham,2024-10-04 19:16:00,0.89,2024-10-04 20:09:24.000000000,Weather,4718,Heatwave
262,Montgomery,2023-06-05 17:58:00,2.26,2023-06-05 20:13:36.000000000,Equipment Failure,3984,Ice
263,Birmingham,2023-07-03 01:00:00,1.03,2023-07-03 02:01:48.000000000,Equipment Failure,3408,Clear
264,Mobile,2023-03-31 04:31:00,3.49,2023-03-31 08:00:24.000000000,Equipment Failure,2333,High Wind
265,Huntsville,2023-04-04 04:05:00,1.91,2023-04-04 05:59:36.000000000,Equipment Failure,3571,Heavy Rain
266,Birmingham,2023-01-13 19:59:00,1.84,2023-01-13 21:49:24.000000000,Equipment Failure,2402,High Wind
267,Birmingham,2024-03-13 10:27:00,12.34,2024-03-13 22:47:24.000000000,Weather,3854,Clear
268,Montgomery,2024-06-21 22:20:00,1.49,2024-06-21 23:49:24.000000000,Equipment Failure,2425,High Wind
269,Rural South,2024-08-09 11:44:00,1.35,2024-08-09 13:05:00.000000000,Weather,3814,High Wind
270,Montgomery,2023-05-30 11:01:00,1.15,2023-05-30 12:10:00.000000000,Maintenance,4836,Heavy Rain
271,Mobile,2024-10-21 19:14:00,6.75,2024-10-22 01:59:00.000000000,Wildlife,1634,Clear
272,Huntsville,2023-01-08 18:45:00,2.06,2023-01-08 20:48:36.000000000,Weather,1518,High Wind
273,Montgomery,2023-01-29 05:09:00,2.75,2023-01-29 07:54:00.000000000,Weather,4120,Heatwave
274,Birmingham,2023-10-23 21:55:00,0.6,2023-10-23 22:31:00.000000000,Weather,4863,High Wind
275,Huntsville,2024-12-21 08:14:00,2.34,2024-12-21 10:34:24.000000000,Other,13,Storm
276,Huntsville,2024-10-01 23:04:00,0.96,2024-10-02 00:01:36.000000000,Wildlife,3457,High Wind
277,Birmingham,2023-12-06 05:37:00,3.94,2023-12-06 09:33:24.000000000,Weather,2590,Heavy Rain
278,Montgomery,2024-09-19 09:38:00,5.36,2024-09-19 14:59:36.000000000,Equipment Failure,3801,Storm
279,Birmingham,2024-03-14 00:09:00,3.76,2024-03-14 03:54:36.000000000,Weather,1170,Heatwave
280,Rural South,2023-05-24 00:48:00,3.93,2023-05-24 04:43:48.000000000,Equipment Failure,843,Heatwave
281,Huntsville,2024-06-02 10:22:00,2.16,2024-06-02 12:31:36.000000000,Maintenance,2008,Heatwave
282,Rural North,2023-02-14 22:24:00,3.74,2023-02-15 02:08:24.000000000,Equipment Failure,1212,Clear
283,Rural North,2023-08-27 12:10:00,1.65,2023-08-27 13:49:00.000000000,Wildlife,2185,Heatwave
284,Mobile,2023-06-04 13:14:00,3.16,2023-06-04 16:23:36.000000000,Equipment Failure,1391,Ice
285,Birmingham,2023-06-30 16:10:00,0.9,2023-06-30 17:04:00.000000000,Weather,4183,Heavy Rain
286,Birmingham,2023-08-03 02:12:00,0.22,2023-08-03 02:25:12.000000000,Equipment Failure,2798,Clear
287,Mobile,2023-03-29 01:22:00,1.6,2023-03-29 02:58:00.000000000,Equipment Failure,2831,Storm
288,Mobile,2023-09-13 00:56:00,1.86,2023-09-13 02:47:36.000000000,Other,4187,Ice
289,Mobile,2024-05-25 06:15:00,0.89,2024-05-25 07:08:24.000000000,Weather,351,Clear
290,Huntsville,2023-03-14 05:48:00,3.9,2023-03-14 09:42:00.000000000,Equipment Failure,1371,Heavy Rain
291,Rural South,2023-06-28 04:30:00,0.23,2023-06-28 04:43:48.000000000,Maintenance,4201,Storm
292,Birmingham,2023-07-31 01:50:00,0.76,2023-07-31 02:35:36.000000000,Equipment Failure,4626,Heavy Rain
293,Huntsville,2023-08-22 14:28:00,4.14,2023-08-22 18:36:24.000000000,Weather,1005,Heavy Rain
294,Mobile,2024-04-09 14:46:00,1.72,2024-04-09 16:29:12.000000000,Other,366,Storm
295,Birmingham,2023-08-11 01:15:00,3.67,2023-08-11 04:55:12.000000000,Weather,195,Heatwave
296,Huntsville,2024-09-22 19:41:00,2.51,2024-09-22 22:11:36.000000000,Weather,1703,High Wind
297,Rural South,2023-09-21 05:28:00,9.03,2023-09-21 14:29:48.000000000,Wildlife,2600,Heavy Rain
298,Huntsville,2023-07-26 02:01:00,2.73,2023-07-26 04:44:48.000000000,Weather,1352,Heatwave
299,Rural South,2024-08-29 00:40:00,0.04,2024-08-29 00:42:24.000000000,Weather,1701,Storm
300,Mobile,2024-01-01 19:50:00,1.31,2024-01-01 21:08:36.000000000,Equipment Failure,1092,Heavy Rain
301,Rural South,2023-10-03 15:21:00,0.46,2023-10-03 15:48:36.000000000,Weather,2067,High Wind
302,Birmingham,2024-01-15 10:41:00,7.76,2024-01-15 18:26:36.000000000,Other,2914,Storm
303,Mobile,2023-11-05 17:26:00,0.33,2023-11-05 17:45:48.000000000,Equipment Failure,3205,Clear
304,Birmingham,2024-09-22 04:38:00,1.47,2024-09-22 06:06:12.000000000,Equipment Failure,4461,Clear
305,Rural North,2023-09-25 12:42:00,0.77,2023-09-25 13:28:12.000000000,Weather,3427,Heatwave
306,Montgomery,2023-03-05 07:48:00,5.63,2023-03-05 13:25:48.000000000,Weather,2390,Clear
307,Rural South,2023-12-16 23:43:00,1.11,2023-12-17 00:49:36.000000000,Equipment Failure,26,Ice
308,Montgomery,2024-05-08 00:08:00,14.45,2024-05-08 14:35:00.000000000,Equipment Failure,333,Heavy Rain
309,Montgomery,2024-06-06 00:12:00,0.12,2024-06-06 00:19:12.000000000,Maintenance,2080,Heavy Rain
310,Rural South,2023-04-08 15:23:00,0.41,2023-04-08 15:47:36.000000000,Weather,940,Storm
311,Mobile,2023-03-12 15:22:00,0.76,2023-03-12 16:07:36.000000000,Maintenance,4564,Ice
312,Rural North,2023-12-30 17:55:00,5.0,2023-12-30 22:55:00.000000000,Weather,4662,Heavy Rain
313,Birmingham,2024-07-23 20:32:00,6.32,2024-07-24 02:51:12.000000000,Equipment Failure,1454,Storm
314,Huntsville,2023-10-03 23:45:00,0.22,2023-10-03 23:58:12.000000000,Equipment Failure,4046,High Wind
315,Birmingham,2023-02-19 20:14:00,0.1,2023-02-19 20:20:00.000000000,Weather,412,Heavy Rain
316,Huntsville,2023-12-24 17:54:00,4.09,2023-12-24 21:59:24.000000000,Equipment Failure,3412,Heatwave
317,Birmingham,2024-12-28 23:36:00,0.43,2024-12-29 00:01:48.000000000,Weather,4562,Heavy Rain
318,Rural South,2024-07-17 10:52:00,0.43,2024-07-17 11:17:48.000000000,Equipment Failure,1516,High Wind
319,Rural North,2024-04-29 10:20:00,0.07,2024-04-29 10:24:12.000000000,Maintenance,1531,High Wind
320,Huntsville,2023-03-25 22:03:00,0.15,2023-03-25 22:12:00.000000000,Weather,3108,Heavy Rain
321,Mobile,2024-09-29 03:15:00,0.92,2024-09-29 04:10:12.000000000,Other,2454,High Wind
322,Birmingham,2024-08-06 06:56:00,0.2,2024-08-06 07:08:00.000000000,Equipment Failure,2197,Storm
323,Birmingham,2023-10-23 11:03:00,1.38,2023-10-23 12:25:48.000000000,Other,2578,Heavy Rain
324,Huntsville,2023-08-24 22:59:00,5.37,2023-08-25 04:21:12.000000000,Weather,2803,Heavy Rain
325,Mobile,2023-02-25 02:27:00,1.19,2023-02-25 03:38:24.000000000,Other,101,Clear
326,Mobile,2023-12-26 16:40:00,3.9,2023-12-26 20:34:00.000000000,Weather,4957,Heatwave
327,Rural South,2023-04-20 23:08:00,0.3,2023-04-20 23:26:00.000000000,Equipment Failure,4950,Heavy Rain
328,Rural South,2023-07-11 06:03:00,3.23,2023-07-11 09:16:48.000000000,Other,4772,Clear
329,Rural South,2023-04-03 06:41:00,1.14,2023-04-03 07:49:24.000000000,Weather,1763,High Wind
330,Rural South,2024-07-21 10:05:00,4.16,2024-07-21 14:14:36.000000000,Weather,4902,Heatwave
331,Rural South,2023-03-01 03:48:00,0.44,2023-03-01 04:14:24.000000000,Maintenance,97,Heatwave
332,Rural South,2024-10-11 08:56:00,6.84,2024-10-11 15:46:24.000000000,Equipment Failure,1651,High Wind
333,Rural North,2023-02-08 04:27:00,0.83,2023-02-08 05:16:48.000000000,Equipment Failure,2972,Storm
334,Mobile,2024-06-23 23:48:00,1.31,2024-06-24 01:06:36.000000000,Weather,2152,Clear
335,Rural South,2023-02-18 17:14:00,9.0,2023-02-19 02:14:00.000000000,Maintenance,560,Heavy Rain
336,Mobile,2024-02-24 22:23:00,2.59,2024-02-25 00:58:24.000000000,Weather,2456,Clear
337,Mobile,2024-09-28 02:05:00,1.37,2024-09-28 03:27:12.000000000,Other,1961,High Wind
338,Montgomery,2023-01-13 05:05:00,8.96,2023-01-13 14:02:36.000000000,Maintenance,2300,High Wind
339,Rural North,2023-02-05 18:32:00,1.2,2023-02-05 19:44:00.000000000,Maintenance,3847,Storm
340,Rural South,2023-04-11 22:58:00,0.3,2023-04-11 23:16:00.000000000,Weather,633,Heatwave
341,Birmingham,2023-03-27 10:27:00,17.28,2023-03-28 03:43:48.000000000,Wildlife,3767,Heatwave
342,Huntsville,2024-05-30 22:55:00,0.94,2024-05-30 23:51:24.000000000,Equipment Failure,4806,High Wind
343,Birmingham,2023-08-11 11:28:00,5.72,2023-08-11 17:11:12.000000000,Wildlife,3302,Clear
344,Rural North,2023-12-04 17:17:00,0.54,2023-12-04 17:49:24.000000000,Weather,3842,Heatwave
345,Huntsville,2023-06-15 21:20:00,3.94,2023-06-16 01:16:24.000000000,Maintenance,2621,Heavy Rain
346,Rural North,2024-01-18 20:32:00,2.23,2024-01-18 22:45:48.000000000,Equipment Failure,171,Heavy Rain
347,Mobile,2024-01-11 04:40:00,11.88,2024-01-11 16:32:48.000000000,Weather,2002,Clear
348,Huntsville,2024-04-15 07:22:00,2.41,2024-04-15 09:46:36.000000000,Equipment Failure,2092,Storm
349,Mobile,2024-10-03 13:56:00,0.08,2024-10-03 14:00:48.000000000,Weather,3023,Heavy Rain
350,Birmingham,2023-01-31 06:28:00,2.78,2023-01-31 09:14:48.000000000,Weather,46,Clear
351,Birmingham,2024-01-10 10:16:00,0.47,2024-01-10 10:44:12.000000000,Weather,855,Clear
352,Huntsville,2023-01-11 02:26:00,4.81,2023-01-11 07:14:36.000000000,Equipment Failure,2886,High Wind
353,Huntsville,2023-10-29 21:42:00,5.83,2023-10-30 03:31:48.000000000,Equipment Failure,3356,Heatwave
354,Rural South,2023-04-06 08:40:00,1.97,2023-04-06 10:38:12.000000000,Equipment Failure,4064,High Wind
355,Rural North,2023-07-09 10:29:00,4.59,2023-07-09 15:04:24.000000000,Weather,4210,Heatwave
356,Rural South,2024-03-28 07:13:00,0.47,2024-03-28 07:41:12.000000000,Maintenance,345,Storm
357,Rural North,2023-07-11 02:23:00,2.03,2023-07-11 04:24:48.000000000,Other,3107,Storm
358,Rural South,2024-04-30 04:48:00,1.5,2024-04-30 06:18:00.000000000,Weather,2353,Storm
359,Mobile,2023-09-23 23:29:00,2.83,2023-09-24 02:18:48.000000000,Weather,1570,Clear
360,Huntsville,2024-02-28 00:13:00,0.14,2024-02-28 00:21:24.000000000,Equipment Failure,4991,Clear
361,Birmingham,2023-05-08 04:16:00,4.18,2023-05-08 08:26:48.000000000,Maintenance,4174,High Wind
362,Rural North,2023-08-26 22:49:00,0.25,2023-08-26 23:04:00.000000000,Maintenance,4256,Heavy Rain
363,Rural North,2023-12-21 22:48:00,3.21,2023-12-22 02:00:36.000000000,Equipment Failure,671,Heatwave
364,Birmingham,2023-04-22 23:43:00,0.06,2023-04-22 23:46:36.000000000,Weather,4862,Heatwave
365,Rural South,2024-03-21 20:30:00,5.35,2024-03-22 01:51:00.000000000,Wildlife,3749,Storm
366,Rural North,2023-12-09 14:17:00,0.58,2023-12-09 14:51:47.999999999,Equipment Failure,3193,Heatwave
367,Mobile,2023-05-25 15:42:00,2.17,2023-05-25 17:52:12.000000000,Weather,1495,Ice
368,Huntsville,2023-03-06 19:55:00,0.91,2023-03-06 20:49:36.000000000,Weather,2419,Storm
369,Birmingham,2023-09-04 07:43:00,3.85,2023-09-04 11:34:00.000000000,Equipment Failure,4308,Heatwave
370,Huntsville,2024-05-04 04:29:00,1.16,2024-05-04 05:38:36.000000000,Equipment Failure,2544,High Wind
371,Rural North,2024-03-14 20:44:00,3.87,2024-03-15 00:36:12.000000000,Maintenance,13,Heatwave
372,Rural North,2023-04-16 19:35:00,1.01,2023-04-16 20:35:36.000000000,Other,3107,Clear
373,Birmingham,2023-06-30 10:22:00,4.19,2023-06-30 14:33:24.000000000,Weather,2858,High Wind
374,Mobile,2023-07-03 20:06:00,0.09,2023-07-03 20:11:24.000000000,Other,36,High Wind
375,Montgomery,2023-08-14 23:42:00,1.0,2023-08-15 00:42:00.000000000,Maintenance,974,High Wind
376,Birmingham,2023-03-30 01:11:00,2.07,2023-03-30 03:15:12.000000000,Equipment Failure,3106,Ice
377,Montgomery,2024-11-18 21:46:00,0.14,2024-11-18 21:54:24.000000000,Wildlife,81,Ice
378,Rural South,2024-06-13 01:13:00,0.62,2024-06-13 01:50:12.000000000,Maintenance,2957,Heatwave
379,Montgomery,2024-01-06 05:54:00,8.18,2024-01-06 14:04:48.000000000,Weather,2325,Storm
380,Mobile,2024-02-03 08:16:00,11.3,2024-02-03 19:34:00.000000000,Wildlife,3907,Heatwave
381,Rural South,2023-04-16 22:31:00,4.04,2023-04-17 02:33:24.000000000,Maintenance,4500,Heatwave
382,Montgomery,2023-09-28 16:27:00,0.87,2023-09-28 17:19:12.000000000,Maintenance,4974,Heatwave
383,Rural South,2024-05-17 09:39:00,0.91,2024-05-17 10:33:36.000000000,Wildlife,2421,Clear
384,Montgomery,2024-11-09 15:09:00,3.11,2024-11-09 18:15:36.000000000,Equipment Failure,126,High Wind
385,Mobile,2024-06-08 06:12:00,0.38,2024-06-08 06:34:48.000000000,Maintenance,2221,Heavy Rain
386,Montgomery,2023-02-01 06:01:00,8.89,2023-02-01 14:54:24.000000000,Maintenance,2934,Storm
387,Montgomery,2024-01-28 01:32:00,0.76,2024-01-28 02:17:36.000000000,Equipment Failure,2847,Storm
388,Montgomery,2023-02-09 22:24:00,23.75,2023-02-10 22:09:00.000000000,Weather,586,High Wind
389,Birmingham,2024-10-21 05:23:00,2.05,2024-10-21 07:26:00.000000000,Maintenance,781,Storm
390,Birmingham,2023-08-06 06:23:00,4.43,2023-08-06 10:48:48.000000000,Weather,209,High Wind
391,Birmingham,2024-12-31 09:34:00,0.01,2024-12-31 09:34:36.000000000,Maintenance,1765,Storm
392,Mobile,2023-03-23 12:15:00,6.59,2023-03-23 18:50:24.000000000,Other,189,Heatwave
393,Rural South,2024-12-20 12:16:00,0.94,2024-12-20 13:12:24.000000000,Weather,2415,Clear
394,Rural North,2023-07-20 05:45:00,3.31,2023-07-20 09:03:36.000000000,Weather,3333,Storm
395,Montgomery,2024-03-22 18:46:00,4.93,2024-03-22 23:41:48.000000000,Weather,4758,Storm
396,Montgomery,2024-03-03 20:38:00,0.54,2024-03-03 21:10:24.000000000,Equipment Failure,4783,Heavy Rain
397,Mobile,2023-02-07 20:15:00,1.75,2023-02-07 22:00:00.000000000,Other,2311,Clear
398,Montgomery,2023-07-30 11:58:00,2.04,2023-07-30 14:00:24.000000000,Equipment Failure,2998,Heatwave
399,Birmingham,2024-03-19 13:00:00,1.12,2024-03-19 14:07:12.000000000,Weather,1612,Clear
400,Rural North,2023-11-23 16:59:00,1.97,2023-11-23 18:57:12.000000000,Equipment Failure,1129,Clear
401,Huntsville,2023-08-15 20:17:00,1.15,2023-08-15 21:26:00.000000000,Maintenance,2224,Storm
402,Montgomery,2023-02-17 23:23:00,1.34,2023-02-18 00:43:24.000000000,Weather,1921,Ice
403,Birmingham,2023-01-18 23:46:00,3.32,2023-01-19 03:05:12.000000000,Maintenance,2911,Storm
404,Huntsville,2024-03-14 11:03:00,3.0,2024-03-14 14:03:00.000000000,Weather,1095,High Wind
405,Rural North,2024-12-08 09:59:00,0.79,2024-12-08 10:46:24.000000000,Maintenance,183,Heavy Rain
406,Huntsville,2023-07-06 00:10:00,6.83,2023-07-06 06:59:48.000000000,Weather,3542,Clear
407,Birmingham,2023-12-11 03:06:00,5.96,2023-12-11 09:03:36.000000000,Weather,4729,High Wind
408,Rural South,2023-08-12 12:05:00,2.13,2023-08-12 14:12:48.000000000,Wildlife,1248,Heatwave
409,Rural South,2024-05-02 17:18:00,1.7,2024-05-02 19:00:00.000000000,Equipment Failure,3320,High Wind
410,Huntsville,2023-08-17 12:57:00,1.42,2023-08-17 14:22:12.000000000,Weather,4844,Ice
411,Mobile,2024-01-25 22:00:00,3.69,2024-01-26 01:41:24.000000000,Other,3823,Clear
412,Huntsville,2024-08-11 06:50:00,3.34,2024-08-11 10:10:24.000000000,Maintenance,3826,Storm
413,Montgomery,2023-07-07 15:55:00,0.66,2023-07-07 16:34:36.000000000,Weather,4780,Clear
414,Montgomery,2023-09-27 09:44:00,3.34,2023-09-27 13:04:24.000000000,Equipment Failure,1983,Heavy Rain
415,Rural South,2024-08-29 17:55:00,0.87,2024-08-29 18:47:12.000000000,Wildlife,3792,Clear
416,Mobile,2023-11-06 17:31:00,0.06,2023-11-06 17:34:36.000000000,Maintenance,2254,High Wind
417,Birmingham,2023-05-12 09:36:00,3.6,2023-05-12 13:12:00.000000000,Weather,1667,High Wind
418,Montgomery,2024-07-04 17:20:00,3.11,2024-07-04 20:26:36.000000000,Equipment Failure,422,Storm
419,Rural South,2023-03-13 22:54:00,1.59,2023-03-14 00:29:24.000000000,Equipment Failure,3420,Storm
420,Rural North,2024-11-02 20:52:00,2.24,2024-11-02 23:06:24.000000000,Wildlife,4102,Storm
421,Rural South,2023-07-06 16:28:00,8.82,2023-07-07 01:17:12.000000000,Weather,1392,Heatwave
422,Montgomery,2024-04-30 20:33:00,2.71,2024-04-30 23:15:36.000000000,Maintenance,1133,Heavy Rain
423,Montgomery,2023-07-10 21:57:00,3.22,2023-07-11 01:10:12.000000000,Weather,4339,Heatwave
424,Rural South,2024-02-26 12:22:00,0.2,2024-02-26 12:34:00.000000000,Maintenance,4022,Heatwave
425,Birmingham,2023-04-30 18:47:00,0.54,2023-04-30 19:19:24.000000000,Other,2253,Heatwave
426,Huntsville,2023-08-08 03:23:00,1.07,2023-08-08 04:27:12.000000000,Weather,2599,Clear
427,Montgomery,2023-02-22 17:56:00,2.33,2023-02-22 20:15:48.000000000,Weather,1788,Ice
428,Rural South,2024-03-26 16:13:00,4.5,2024-03-26 20:43:00.000000000,Equipment Failure,1139,Clear
429,Rural South,2024-02-16 15:39:00,1.16,2024-02-16 16:48:36.000000000,Maintenance,654,Storm
430,Mobile,2024-10-04 23:18:00,1.32,2024-10-05 00:37:12.000000000,Weather,3532,Heavy Rain
431,Huntsville,2023-08-25 17:57:00,0.89,2023-08-25 18:50:24.000000000,Maintenance,1567,Heatwave
432,Rural North,2024-12-20 21:39:00,0.88,2024-12-20 22:31:48.000000000,Wildlife,4511,Clear
433,Birmingham,2024-02-10 22:38:00,8.92,2024-02-11 07:33:12.000000000,Maintenance,2783,High Wind
434,Rural North,2024-08-30 17:34:00,3.03,2024-08-30 20:35:48.000000000,Maintenance,2795,Heatwave
435,Huntsville,2024-02-26 19:18:00,0.51,2024-02-26 19:48:36.000000000,Weather,1716,Clear
436,Huntsville,2024-12-12 18:01:00,3.84,2024-12-12 21:51:24.000000000,Other,2611,High Wind
437,Huntsville,2023-09-04 01:44:00,3.84,2023-09-04 05:34:24.000000000,Weather,3653,Clear
438,Rural North,2023-03-13 21:29:00,3.29,2023-03-14 00:46:23.999999999,Weather,384,Clear
439,Huntsville,2023-07-04 04:12:00,0.43,2023-07-04 04:37:48.000000000,Weather,1622,Heatwave
440,Rural South,2023-01-06 04:54:00,1.57,2023-01-06 06:28:11.999999999,Maintenance,464,Clear
441,Rural North,2023-07-25 11:07:00,0.34,2023-07-25 11:27:24.000000000,Wildlife,4307,Storm
442,Huntsville,2024-06-27 19:41:00,5.09,2024-06-28 00:46:24.000000000,Weather,1485,High Wind
443,Rural South,2024-09-02 09:08:00,3.19,2024-09-02 12:19:24.000000000,Wildlife,863,Heavy Rain
444,Mobile,2024-01-22 10:30:00,2.12,2024-01-22 12:37:12.000000000,Wildlife,733,Ice
445,Huntsville,2024-11-29 18:10:00,1.26,2024-11-29 19:25:36.000000000,Equipment Failure,1401,Heatwave
446,Rural North,2023-03-17 04:58:00,0.61,2023-03-17 05:34:36.000000000,Maintenance,2397,High Wind
447,Montgomery,2023-06-26 01:40:00,0.34,2023-06-26 02:00:24.000000000,Weather,271,Storm
448,Huntsville,2023-12-15 17:59:00,10.44,2023-12-16 04:25:24.000000000,Weather,552,High Wind
449,Montgomery,2023-09-12 05:31:00,0.67,2023-09-12 06:11:12.000000000,Wildlife,560,Heavy Rain
450,Rural South,2024-12-02 13:55:00,0.19,2024-12-02 14:06:24.000000000,Equipment Failure,3807,Heatwave
451,Mobile,2023-11-04 06:32:00,9.78,2023-11-04 16:18:48.000000000,Weather,647,High Wind
452,Birmingham,2023-12-11 14:33:00,2.39,2023-12-11 16:56:24.000000000,Maintenance,174,Storm
453,Mobile,2023-05-07 06:20:00,4.78,2023-05-07 11:06:48.000000000,Wildlife,2815,Heatwave
454,Huntsville,2023-10-14 01:31:00,0.13,2023-10-14 01:38:48.000000000,Equipment Failure,630,Storm
455,Montgomery,2024-12-25 07:26:00,2.51,2024-12-25 09:56:36.000000000,Weather,1233,Heatwave
456,Montgomery,2024-08-18 01:48:00,1.52,2024-08-18 03:19:12.000000000,Equipment Failure,3352,Ice
457,Rural North,2024-05-01 05:16:00,4.43,2024-05-01 09:41:48.000000000,Maintenance,60,Heavy Rain
458,Montgomery,2024-01-18 19:51:00,0.12,2024-01-18 19:58:12.000000000,Weather,498,Ice
459,Rural North,2024-02-10 07:21:00,1.54,2024-02-10 08:53:24.000000000,Weather,674,Clear
460,Rural South,2024-01-23 03:37:00,4.81,2024-01-23 08:25:36.000000000,Equipment Failure,1256,Storm
461,Birmingham,2024-06-08 20:45:00,2.22,2024-06-08 22:58:12.000000000,Equipment Failure,2720,Ice
462,Huntsville,2024-07-10 11:12:00,2.4,2024-07-10 13:36:00.000000000,Weather,4371,Storm
463,Rural North,2024-09-30 04:37:00,0.31,2024-09-30 04:55:36.000000000,Weather,4178,Heatwave
464,Birmingham,2024-09-17 16:48:00,0.43,2024-09-17 17:13:48.000000000,Weather,3962,Storm
465,Montgomery,2023-10-03 09:28:00,3.39,2023-10-03 12:51:24.000000000,Weather,2601,Clear
466,Montgomery,2024-05-14 16:49:00,3.37,2024-05-14 20:11:12.000000000,Weather,890,Storm
467,Birmingham,2024-12-17 14:34:00,11.6,2024-12-18 02:10:00.000000000,Equipment Failure,444,Heatwave
468,Montgomery,2023-12-03 07:45:00,3.73,2023-12-03 11:28:48.000000000,Equipment Failure,1994,Heatwave
469,Rural South,2024-04-25 13:58:00,2.04,2024-04-25 16:00:24.000000000,Equipment Failure,4462,Ice
470,Rural South,2023-09-30 12:33:00,5.84,2023-09-30 18:23:24.000000000,Equipment Failure,4123,Heavy Rain
471,Birmingham,2023-02-27 13:57:00,0.33,2023-02-27 14:16:48.000000000,Weather,3880,High Wind
472,Rural North,2023-11-24 00:29:00,1.79,2023-11-24 02:16:24.000000000,Equipment Failure,2632,Ice
473,Rural North,2024-12-31 05:58:00,1.02,2024-12-31 06:59:12.000000000,Weather,1802,Clear
474,Birmingham,2023-04-19 21:51:00,0.33,2023-04-19 22:10:48.000000000,Weather,2808,High Wind
475,Rural North,2023-10-06 01:25:00,4.33,2023-10-06 05:44:48.000000000,Weather,3522,Storm
476,Rural North,2024-11-16 20:57:00,2.14,2024-11-16 23:05:24.000000000,Other,1503,Ice
477,Rural South,2023-11-24 12:26:00,2.44,2023-11-24 14:52:24.000000000,Weather,2689,High Wind
478,Rural North,2023-11-11 05:12:00,1.59,2023-11-11 06:47:24.000000000,Other,1635,Ice
479,Mobile,2024-04-18 06:04:00,1.85,2024-04-18 07:55:00.000000000,Weather,2429,Storm
480,Huntsville,2023-04-21 15:04:00,0.37,2023-04-21 15:26:12.000000000,Equipment Failure,3027,Heatwave
481,Montgomery,2024-11-29 21:32:00,3.35,2024-11-30 00:53:00.000000000,Maintenance,1857,Ice
482,Mobile,2023-08-17 11:37:00,1.7,2023-08-17 13:19:00.000000000,Weather,3256,Clear
483,Rural North,2024-05-11 02:10:00,5.09,2024-05-11 07:15:24.000000000,Weather,1548,High Wind
